datetime,Open,High,Low,close,Volume
27/02/1987,282.96,284.55,282.77,284.2,79333333
02/03/1987,284.17,284.83,282.3,283,87055556
03/03/1987,283,284.19,282.92,284.12,82888889
04/03/1987,284.12,288.62,284.12,288.62,110222222
05/03/1987,288.62,291.24,288.6,290.52,114111111
06/03/1987,290.52,290.67,288.77,290.66,100888889
09/03/1987,290.66,290.66,287.12,288.3,91888889
10/03/1987,288.3,290.87,287.89,290.86,97111111
11/03/1987,290.87,292.51,289.33,290.31,103833333
12/03/1987,290.33,291.91,289.66,291.22,96944444
13/03/1987,291.22,291.79,289.88,289.89,83833333
16/03/1987,289.88,289.89,286.64,288.23,74944444
17/03/1987,288.09,292.47,287.96,292.47,98500000
18/03/1987,292.49,294.58,290.87,292.78,110055556
19/03/1987,292.73,294.46,292.26,294.08,92277778
20/03/1987,294.08,298.17,294.08,298.17,130000000
23/03/1987,298.16,301.17,297.5,301.16,105055556
24/03/1987,301.17,301.92,300.14,301.64,105500000
25/03/1987,301.52,301.85,299.36,300.38,95166667
26/03/1987,300.39,302.72,300.38,300.93,108888889
27/03/1987,300.96,301.41,296.06,296.13,102444444
30/03/1987,296.1,296.13,286.69,289.2,115777778
31/03/1987,289.21,291.87,289.07,291.7,95444444
01/04/1987,291.59,292.38,288.34,292.38,101444444
02/04/1987,292.41,294.47,292.02,293.63,101666667
03/04/1987,293.64,301.3,292.3,300.41,118555556
06/04/1987,300.46,302.21,300.41,301.95,96500000
07/04/1987,301.94,303.65,296.67,296.69,103555556
08/04/1987,296.72,299.2,295.18,297.26,99888889
09/04/1987,297.25,297.71,291.5,292.86,100166667
10/04/1987,292.82,293.74,290.94,292.49,94166667
13/04/1987,292.48,293.36,285.62,285.62,100555556
14/04/1987,285.61,285.62,275.67,279.16,148055556
15/04/1987,279.17,285.14,279.16,284.44,110111111
16/04/1987,284.45,289.57,284.44,286.91,105333333
20/04/1987,286.91,288.36,284.55,286.09,77277778
21/04/1987,285.88,293.07,282.89,293.07,106277778
22/04/1987,293.05,293.46,286.98,287.19,103277778
23/04/1987,287.19,289.12,284.28,286.82,96611111
24/04/1987,286.81,286.82,281.18,281.52,98888889
27/04/1987,281.52,284.45,276.22,281.83,123722222
28/04/1987,281.83,285.95,281.83,282.51,100055556
29/04/1987,282.58,286.42,282.58,284.57,96444444
30/04/1987,284.58,290.08,284.57,288.36,101722222
01/05/1987,286.99,289.71,286.52,288.03,88944444
04/05/1987,288.02,289.99,286.39,289.36,78111111
05/05/1987,289.36,295.4,289.34,295.34,106833333
06/05/1987,295.35,296.19,293.6,295.47,109222222
07/05/1987,295.45,296.8,294.07,294.71,119555556
08/05/1987,294.73,296.18,291.73,293.37,89944444
11/05/1987,293.37,298.69,291.55,291.57,113166667
12/05/1987,291.57,293.3,290.18,293.3,86277778
13/05/1987,293.31,294.54,290.74,293.98,95000000
14/05/1987,293.98,295.1,292.95,294.24,84444444
15/05/1987,294.23,294.24,287.11,287.43,100444444
18/05/1987,287.43,287.43,282.57,286.65,96777778
19/05/1987,286.66,287.39,278.83,279.62,97444444
20/05/1987,279.62,280.89,277.01,278.21,114888889
21/05/1987,278.23,282.31,278.21,280.17,91555556
22/05/1987,280.17,283.33,280.17,282.16,75444444
26/05/1987,282.16,289.11,282.16,289.11,84722222
27/05/1987,289.07,290.78,288.19,288.73,95222222
28/05/1987,288.73,291.5,286.33,290.76,85444444
29/05/1987,290.77,292.87,289.7,290.1,85277778
01/06/1987,290.12,291.96,289.23,289.83,82944444
02/06/1987,289.82,290.94,286.93,288.46,85222222
03/06/1987,288.56,293.47,288.56,293.47,91222222
04/06/1987,293.46,295.09,292.76,295.09,77944444
05/06/1987,295.11,295.11,292.8,293.45,71722222
08/06/1987,293.46,297.03,291.55,296.72,75777778
09/06/1987,296.72,297.59,295.9,297.28,91222222
10/06/1987,297.28,300.81,295.66,297.47,109666667
11/06/1987,297.5,298.94,297.47,298.73,77166667
12/06/1987,298.77,302.26,298.73,301.62,97277778
15/06/1987,301.62,304.11,301.62,303.14,87166667
16/06/1987,303.12,304.86,302.6,304.76,87666667
17/06/1987,304.77,305.74,304.03,304.81,102611111
18/06/1987,304.78,306.13,303.38,305.69,93666667
19/06/1987,305.71,306.97,305.55,306.97,122500000
22/06/1987,306.98,310.2,306.97,309.65,99000000
23/06/1987,309.66,310.27,307.48,308.43,107888889
24/06/1987,308.44,308.91,306.32,306.86,85444444
25/06/1987,306.87,309.44,306.86,308.96,96388889
26/06/1987,308.94,308.96,306.36,307.16,83611111
29/06/1987,307.15,308.15,306.75,307.9,79166667
30/06/1987,307.89,308,303.01,304,91944444
01/07/1987,303.99,304,302.53,302.94,87222222
02/07/1987,302.96,306.34,302.94,305.63,86055556
06/07/1987,305.64,306.75,304.23,304.92,86111111
07/07/1987,304.91,308.63,304.73,307.4,111500000
08/07/1987,307.41,308.48,306.01,308.29,115277778
09/07/1987,308.3,309.56,307.42,307.52,108555556
10/07/1987,307.55,308.4,306.96,308.37,95611111
13/07/1987,308.41,308.41,305.49,307.63,84722222
14/07/1987,307.67,310.69,307.46,310.68,103277778
15/07/1987,310.67,312.08,309.07,310.42,112388889
16/07/1987,311,312.83,310.42,312.7,117166667
17/07/1987,312.71,314.59,312.38,314.59,116666667
20/07/1987,314.56,314.59,311.24,311.39,93388889
21/07/1987,311.36,312.41,307.51,308.55,103666667
22/07/1987,308.56,309.12,307.22,308.47,97055556
23/07/1987,308.5,309.63,306.1,307.81,90944444
24/07/1987,307.82,309.28,307.78,309.27,88000000
27/07/1987,309.3,310.7,308.61,310.65,84444444
28/07/1987,310.65,312.33,310.28,312.33,95888889
29/07/1987,312.34,315.65,311.73,315.65,109000000
30/07/1987,315.69,318.53,315.65,318.05,115555556
31/07/1987,318.05,318.85,317.56,318.66,101055556
03/08/1987,318.62,320.26,316.52,317.57,115444444
04/08/1987,317.59,318.25,314.51,316.23,92500000
05/08/1987,316.25,319.74,316.23,318.45,107055556
06/08/1987,318.49,322.09,317.5,322.09,106666667
07/08/1987,322.1,324.15,321.82,323,118166667
10/08/1987,322.98,328,322.95,328,104000000
11/08/1987,328.02,333.4,328,333.33,154500000
12/08/1987,333.32,334.57,331.06,332.39,131000000
13/08/1987,332.38,335.52,332.38,334.65,120611111
14/08/1987,334.63,336.08,332.63,333.99,108944444
17/08/1987,333.98,335.43,332.88,334.11,92277778
18/08/1987,334.1,334.11,326.43,329.25,110222222
19/08/1987,329.26,329.89,326.54,329.83,100500000
20/08/1987,331.49,335.19,329.83,334.84,109222222
21/08/1987,334.85,336.37,334.3,335.9,105333333
24/08/1987,335.89,335.9,331.92,333.33,83000000
25/08/1987,333.37,337.89,333.33,336.77,118611111
26/08/1987,336.77,337.39,334.46,334.57,109000000
27/08/1987,334.56,334.57,331.1,331.38,90888889
28/08/1987,331.37,331.38,327.03,327.04,86833333
31/08/1987,327.03,330.09,326.99,329.8,92111111
01/09/1987,329.81,332.18,322.83,323.4,107500000
02/09/1987,323.4,324.53,318.76,321.68,111055556
03/09/1987,321.47,324.29,317.39,320.21,91777778
04/09/1987,320.21,322.03,316.53,316.7,71722222
08/09/1987,316.68,316.7,308.56,313.56,134944444
09/09/1987,313.6,315.41,312.29,313.92,91611111
10/09/1987,313.92,317.59,313.92,317.13,99888889
11/09/1987,317.14,322.45,317.13,321.98,98888889
14/09/1987,322.02,323.81,320.4,323.08,85777778
15/09/1987,323.07,323.08,317.63,317.74,75666667
16/09/1987,317.75,319.5,314.61,314.86,108722222
17/09/1987,314.94,316.08,313.45,314.93,83722222
18/09/1987,314.98,316.99,314.86,314.86,104500000
21/09/1987,314.92,317.66,310.12,310.54,94500000
22/09/1987,310.54,319.51,308.69,319.5,116388889
23/09/1987,319.49,321.83,319.12,321.19,122388889
24/09/1987,321.09,322.01,319.12,319.72,90111111
25/09/1987,319.72,320.55,318.1,320.16,76666667
28/09/1987,320.16,325.33,320.16,323.2,104500000
29/09/1987,323.2,324.63,320.27,321.69,96388889
30/09/1987,321.69,322.53,320.16,321.83,101722222
01/10/1987,321.83,327.34,321.83,327.33,107333333
02/10/1987,327.33,328.94,327.22,328.07,105055556
05/10/1987,328.07,328.57,326.09,328.08,88722222
06/10/1987,328.08,328.08,319.17,319.22,97555556
07/10/1987,319.22,319.39,315.78,318.54,103500000
08/10/1987,318.54,319.34,312.02,314.16,110388889
09/10/1987,314.16,315.04,310.97,311.07,87944444
12/10/1987,311.07,311.07,306.76,309.39,78833333
13/10/1987,309.39,314.53,309.39,314.52,96055556
14/10/1987,314.52,314.52,304.78,305.23,115222222
15/10/1987,305.21,305.23,298.07,298.08,146222222
16/10/1987,298.08,298.92,281.52,282.7,188055556
19/10/1987,282.7,282.7,224.83,224.84,335722222
20/10/1987,225.06,245.62,216.46,236.83,337833333
21/10/1987,236.83,259.27,236.83,258.38,249777778
22/10/1987,258.24,258.38,242.99,248.25,217888889
23/10/1987,248.29,250.7,242.76,248.22,136444444
26/10/1987,248.2,248.22,227.26,227.67,171555556
27/10/1987,227.67,237.81,227.67,233.19,144555556
28/10/1987,233.19,238.58,226.26,233.28,155222222
29/10/1987,233.31,246.69,233.28,244.77,143388889
30/10/1987,244.77,254.04,244.77,251.79,168555556
02/11/1987,251.73,255.75,249.15,255.75,97777778
03/11/1987,255.75,255.75,242.78,250.82,126555556
04/11/1987,250.81,251,246.34,248.96,112500000
05/11/1987,248.93,256.09,247.72,254.48,125555556
06/11/1987,254.49,257.21,249.68,250.41,126827778
09/11/1987,250.41,250.41,243.01,243.17,89272222
10/11/1987,243.14,243.17,237.64,239,102394444
11/11/1987,239.01,243.86,239,241.9,82138889
12/11/1987,241.93,249.9,241.9,248.52,114600000
13/11/1987,248.54,249.42,245.64,245.64,97177778
16/11/1987,245.69,249.54,244.98,246.76,91300000
17/11/1987,246.73,246.76,240.81,243.04,82355556
18/11/1987,243.09,245.55,240.67,245.55,87927778
19/11/1987,245.54,245.55,239.7,240.05,87300000
20/11/1987,240.04,242.01,235.89,242,105094444
23/11/1987,242,242.99,240.5,242.99,79533333
24/11/1987,242.98,247.9,242.98,246.39,110844444
25/11/1987,246.42,246.54,244.08,244.1,77655556
27/11/1987,244.11,244.12,240.34,240.34,47977778
30/11/1987,240.27,240.34,225.75,230.3,149394444
01/12/1987,230.32,234.02,230.3,232,83261111
02/12/1987,232.01,234.56,230.31,233.45,82716667
03/12/1987,233.46,233.9,225.21,225.21,113422222
04/12/1987,225.2,225.77,221.24,223.92,102666667
07/12/1987,223.98,228.77,223.92,228.76,81477778
08/12/1987,228.77,234.92,228.69,234.91,126283333
09/12/1987,234.91,240.09,233.83,238.89,128572222
10/12/1987,238.89,240.05,233.4,233.57,104977778
11/12/1987,233.6,235.48,233.35,235.32,84266667
14/12/1987,235.3,242.34,235.04,242.19,104266667
15/12/1987,242.19,245.59,241.31,242.81,119427778
16/12/1987,242.81,248.11,242.8,248.08,107677778
17/12/1987,248.08,248.6,242.96,242.98,106544444
18/12/1987,243.01,249.18,243.01,249.16,153455556
21/12/1987,249.14,250.25,248.3,249.54,89883333
22/12/1987,249.56,249.97,247.01,249.95,107027778
23/12/1987,249.96,253.35,249.95,253.16,112838889
24/12/1987,253.13,253.16,251.68,252.03,60444444
28/12/1987,252.01,252.02,244.19,245.57,72900000
29/12/1987,245.58,245.88,244.28,244.59,61988889
30/12/1987,244.63,248.06,244.59,247.86,82905556
31/12/1987,247.84,247.86,245.22,247.08,94522222
04/01/1988,247.1,256.44,247.08,255.94,101005556
05/01/1988,255.95,261.78,255.95,258.63,116400000
06/01/1988,258.64,259.79,257.18,258.89,94294444
07/01/1988,258.87,261.32,256.18,261.07,97422222
08/01/1988,261.05,261.07,242.95,243.4,109611111
11/01/1988,243.38,247.51,241.07,247.49,88322222
12/01/1988,247.44,247.49,240.46,245.42,92072222
13/01/1988,245.41,249.25,241.41,245.81,85566667
14/01/1988,245.83,247,243.97,245.88,78094444
15/01/1988,246.02,253.65,245.88,252.05,109966667
18/01/1988,252.05,252.86,249.98,251.88,75055556
19/01/1988,251.84,253.33,248.75,249.32,85305556
20/01/1988,249.31,249.32,241.14,242.63,100922222
21/01/1988,242.65,244.25,240.17,243.14,87822222
22/01/1988,243.14,246.5,243.14,246.5,81694444
25/01/1988,246.53,252.87,246.5,252.17,152916667
26/01/1988,252.13,252.17,249.1,249.57,76877778
27/01/1988,249.58,253.02,248.5,249.38,97977778
28/01/1988,249.39,253.66,249.38,253.29,92461111
29/01/1988,253.31,257.07,252.7,257.07,117711111
01/02/1988,257.05,258.27,254.93,255.04,117033333
02/02/1988,255.05,256.08,252.8,255.57,91622222
03/02/1988,255.56,256.98,250.56,252.21,131816667
04/02/1988,252.2,253.03,250.34,252.21,103605556
05/02/1988,252.22,253.85,250.9,250.96,89616667
08/02/1988,250.95,250.96,247.82,249.1,93805556
09/02/1988,249.11,251.72,248.66,251.72,90194444
10/02/1988,251.74,256.92,251.72,256.66,104433333
11/02/1988,256.63,257.77,255.12,255.95,111533333
12/02/1988,255.95,258.86,255.85,257.63,98438889
16/02/1988,257.61,259.84,256.57,259.83,75211111
17/02/1988,259.94,261.47,257.83,259.21,98238889
18/02/1988,258.82,259.6,256.9,257.91,84127778
19/02/1988,257.9,261.61,257.62,261.61,100166667
22/02/1988,261.6,266.06,260.88,265.64,99405556
23/02/1988,265.62,266.12,263.11,265.02,106811111
24/02/1988,265.01,266.25,263.87,264.43,118183333
25/02/1988,264.39,267.75,261.05,261.58,118605556
26/02/1988,261.56,263,261.38,262.46,87811111
29/02/1988,262.46,267.82,262.46,267.82,131138889
01/03/1988,267.82,267.95,265.39,267.22,111105556
02/03/1988,267.23,268.75,267,267.98,110905556
03/03/1988,267.98,268.4,266.82,267.88,112950000
04/03/1988,267.87,268.4,264.72,267.3,111894444
07/03/1988,267.28,267.69,265.94,267.38,84988889
08/03/1988,267.38,270.06,267.38,269.43,132044444
09/03/1988,269.46,270.76,268.65,269.06,117166667
10/03/1988,269.07,269.35,263.8,263.84,109588889
11/03/1988,263.85,264.94,261.27,264.94,111122222
14/03/1988,264.93,266.55,264.52,266.37,73272222
15/03/1988,266.34,266.41,264.92,266.13,73983333
16/03/1988,266.11,268.68,264.81,268.65,85327778
17/03/1988,268.66,271.22,268.65,271.22,117733333
18/03/1988,271.22,272.64,269.76,271.12,136527778
21/03/1988,271.1,271.12,267.42,268.74,71572222
22/03/1988,268.73,269.61,267.9,268.84,78888889
23/03/1988,268.81,269.79,268.01,268.91,92983333
24/03/1988,268.91,268.91,262.48,263.35,102727778
25/03/1988,263.34,263.44,258.12,258.51,90650000
28/03/1988,258.5,258.51,256.07,258.06,79344444
29/03/1988,258.11,260.86,258.06,260.07,84827778
30/03/1988,260.06,261.59,257.92,258.07,84338889
31/03/1988,258.03,259.03,256.16,258.89,77705556
04/04/1988,258.89,259.06,255.68,256.09,101244444
05/04/1988,256.1,258.52,256.03,258.51,75161111
06/04/1988,258.52,265.5,258.22,265.49,105422222
07/04/1988,265.51,267.32,265.22,266.16,98800000
08/04/1988,266.15,270.22,266.11,269.43,94055556
11/04/1988,269.43,270.41,268.61,270.16,81316667
12/04/1988,269.88,272.05,269.66,271.37,81333333
13/04/1988,271.33,271.7,269.23,271.58,102844444
14/04/1988,271.55,271.57,259.37,259.75,117672222
15/04/1988,259.74,260.39,255.97,259.77,130088889
18/04/1988,259.75,259.81,258.03,259.21,80361111
19/04/1988,259.24,262.38,257.91,257.92,89950000
20/04/1988,257.91,258.54,256.12,256.13,81994444
21/04/1988,256.15,260.44,254.71,256.42,93577778
22/04/1988,256.45,261.16,256.42,260.14,84733333
25/04/1988,260.15,263.29,260.14,262.51,87194444
26/04/1988,262.45,265.06,262.18,263.93,84611111
27/04/1988,263.94,265.09,263.45,263.8,74338889
28/04/1988,263.79,263.8,262.22,262.61,71488889
29/04/1988,262.59,262.61,259.97,261.33,75344444
02/05/1988,261.36,261.56,259.99,261.56,75816667
03/05/1988,261.55,263.7,261.55,263,98288889
04/05/1988,263.05,263.23,260.31,260.32,78511111
05/05/1988,260.3,260.32,258.13,258.79,95466667
06/05/1988,258.8,260.31,257.03,257.48,71711111
09/05/1988,257.47,258.22,255.45,256.54,92400000
10/05/1988,256.53,258.3,255.93,257.62,72888889
11/05/1988,257.6,257.62,252.32,253.31,98177778
12/05/1988,253.32,254.87,253.31,253.85,79933333
13/05/1988,253.88,256.83,253.85,256.78,81800000
16/05/1988,256.75,258.71,256.28,258.71,86116667
17/05/1988,258.72,260.2,255.35,255.39,74361111
18/05/1988,255.4,255.67,250.73,251.35,116344444
19/05/1988,251.36,252.57,248.85,252.57,91755556
20/05/1988,252.61,253.7,251.79,253.02,67000000
23/05/1988,253,253.02,249.82,250.83,57022222
24/05/1988,250.84,253.51,250.83,253.51,77738889
25/05/1988,253.52,255.34,253.51,253.76,76838889
26/05/1988,253.75,254.98,253.52,254.63,91255556
27/05/1988,254.62,254.63,252.74,253.42,74216667
31/05/1988,253.44,262.16,253.42,262.16,137561111
01/06/1988,262.16,267.43,262.1,266.69,130311111
02/06/1988,266.65,266.71,264.12,265.33,107522222
03/06/1988,265.34,267.11,264.42,266.45,105333333
06/06/1988,266.46,267.05,264.97,267.05,84700000
07/06/1988,267.02,267.28,264.5,265.17,93727778
08/06/1988,265.32,272.01,265.17,271.52,172238889
09/06/1988,271.5,272.29,270.19,270.2,130644444
10/06/1988,270.22,273.21,270.2,271.26,86505556
13/06/1988,271.28,271.94,270.53,271.43,69616667
14/06/1988,271.58,276.14,271.44,274.3,126194444
15/06/1988,274.29,274.45,272.75,274.45,83477778
16/06/1988,274.44,274.45,268.76,269.77,89750000
17/06/1988,269.79,270.77,268.09,270.68,191066667
20/06/1988,270.67,270.68,268.59,268.94,64861111
21/06/1988,268.95,271.67,267.52,271.67,86144444
22/06/1988,271.69,276.88,271.67,275.66,120838889
23/06/1988,275.62,275.89,274.26,274.82,103205556
24/06/1988,274.81,275.19,273.53,273.78,99933333
27/06/1988,273.78,273.79,268.85,269.06,146894444
28/06/1988,269.07,272.8,269.06,272.31,84650000
29/06/1988,272.32,273.01,269.49,270.98,88661111
30/06/1988,271,273.51,270.97,273.5,126338889
01/07/1988,273.5,273.8,270.78,271.78,132405556
05/07/1988,271.78,275.81,270.51,275.81,95438889
06/07/1988,275.8,276.36,269.92,272.02,105350000
07/07/1988,272,272.05,269.31,271.78,86722222
08/07/1988,271.76,272.31,269.86,270.02,75594444
11/07/1988,270.03,271.64,270.02,270.55,68500000
12/07/1988,270.54,270.7,266.96,267.85,89805556
13/07/1988,267.87,269.46,266.12,269.32,121627778
14/07/1988,269.33,270.69,268.58,270.26,95783333
15/07/1988,270.23,272.06,269.53,272.05,110950000
18/07/1988,271.99,272.05,268.66,270.51,86783333
19/07/1988,270.49,271.21,267.01,268.47,80061111
20/07/1988,268.52,270.24,268.47,270,84438889
21/07/1988,269.99,270,266.66,266.66,83033333
22/07/1988,266.65,266.66,263.29,263.5,82711111
25/07/1988,263.49,265.17,263.03,264.68,119522222
26/07/1988,264.7,266.09,264.32,265.19,67755556
27/07/1988,265.18,265.83,262.48,262.5,75494444
28/07/1988,262.52,266.55,262.5,266.02,85872222
29/07/1988,266.04,272.02,266.02,272.02,106855556
01/08/1988,272.03,272.8,271.21,272.21,76761111
02/08/1988,272.19,273.68,270.37,272.06,92588889
03/08/1988,272.03,273.42,271.15,272.98,113105556
04/08/1988,273,274.2,271.77,271.93,87355556
05/08/1988,271.7,271.93,270.08,271.15,63000000
08/08/1988,271.13,272.47,269.93,269.98,82666667
09/08/1988,270,270.2,265.06,266.49,111505556
10/08/1988,266.43,266.49,261.03,261.9,111638889
11/08/1988,261.92,262.77,260.34,262.75,96111111
12/08/1988,262.7,262.94,261.37,262.55,98311111
15/08/1988,262.49,262.55,258.68,258.69,71422222
16/08/1988,258.68,262.61,257.5,260.56,90438889
17/08/1988,260.57,261.84,259.33,260.77,94166667
18/08/1988,260.76,262.76,260.75,261.03,77677778
19/08/1988,261.05,262.27,260.23,260.24,67983333
22/08/1988,260.24,260.71,256.94,256.98,67916667
23/08/1988,256.99,257.86,256.53,257.09,66411111
24/08/1988,257.16,261.13,257.09,261.13,71000000
25/08/1988,261.1,261.13,257.56,259.18,70911111
26/08/1988,259.18,260.15,258.87,259.68,49577778
29/08/1988,259.68,262.56,259.68,262.33,55155556
30/08/1988,262.33,263.18,261.53,262.51,60400000
31/08/1988,262.51,263.8,261.21,261.52,72488889
01/09/1988,261.52,261.52,256.98,258.35,80050000
02/09/1988,258.35,264.9,258.35,264.48,88800000
06/09/1988,264.42,265.94,264.4,265.59,67916667
07/09/1988,265.62,266.98,264.93,265.87,77550000
08/09/1988,265.87,266.54,264.88,265.88,82988889
09/09/1988,265.88,268.26,263.66,266.84,78633333
12/09/1988,266.85,267.64,266.22,266.47,63822222
13/09/1988,266.45,267.43,265.22,267.43,90272222
14/09/1988,267.5,269.47,267.41,269.31,98455556
15/09/1988,269.3,269.78,268.03,268.13,89561111
16/09/1988,268.13,270.81,267.33,270.65,117283333
19/09/1988,270.64,270.65,267.41,268.82,75427778
20/09/1988,268.83,270.07,268.5,269.73,79011111
21/09/1988,269.76,270.64,269.48,270.16,70777778
22/09/1988,270.19,270.58,268.26,269.18,83705556
23/09/1988,269.16,270.31,268.28,269.76,80611111
26/09/1988,269.77,269.8,268.61,268.88,64677778
27/09/1988,268.89,269.36,268.01,268.26,62783333
28/09/1988,268.22,269.08,267.77,269.08,63177778
29/09/1988,269.09,273.02,269.08,272.59,86550000
30/09/1988,272.55,274.87,271.66,271.91,97638889
03/10/1988,271.89,271.91,268.84,271.38,72433333
04/10/1988,271.37,271.79,270.34,270.62,87644444
05/10/1988,270.63,272.45,270.08,271.86,97294444
06/10/1988,271.87,272.39,271.3,272.39,85316667
07/10/1988,272.38,278.07,272.37,278.07,120216667
10/10/1988,278.06,278.69,277.1,278.24,69255556
11/10/1988,278.15,278.24,276.33,277.93,78277778
12/10/1988,277.91,277.93,273.05,273.98,86022222
13/10/1988,273.95,275.83,273.39,275.22,85850000
14/10/1988,275.27,277.01,274.08,275.5,89022222
17/10/1988,275.48,276.65,275.01,276.41,66272222
18/10/1988,276.43,279.39,276.41,279.38,90277778
19/10/1988,279.4,280.53,274.41,276.97,103527778
20/10/1988,276.97,282.88,276.93,282.88,105322222
21/10/1988,282.88,283.66,281.16,283.66,108561111
24/10/1988,283.63,283.95,282.28,282.28,94772222
25/10/1988,282.28,282.84,281.87,282.38,86216667
26/10/1988,282.37,282.52,280.54,281.38,100861111
27/10/1988,281.35,281.38,276,277.28,109188889
28/10/1988,277.29,279.48,277.28,278.53,81277778
31/10/1988,278.54,279.39,277.14,278.97,79700000
01/11/1988,278.97,279.57,278.01,279.06,84027778
02/11/1988,279.07,279.45,277.08,279.06,89611111
03/11/1988,279.04,280.37,279.04,279.2,84988889
04/11/1988,279.11,279.2,276.31,276.31,79766667
07/11/1988,276.3,276.31,273.62,273.93,74372222
08/11/1988,273.95,275.8,273.93,275.15,78700000
09/11/1988,275.14,275.15,272.15,273.33,85077778
10/11/1988,273.32,274.37,272.98,273.69,71622222
11/11/1988,273.65,273.69,267.92,267.92,75277778
14/11/1988,267.93,269.25,266.79,267.72,79388889
15/11/1988,267.73,268.75,267.72,268.34,63983333
16/11/1988,268.41,268.41,262.85,263.82,89838889
17/11/1988,264.61,265.63,263.45,264.6,78488889
18/11/1988,264.6,266.62,264.6,266.47,66288889
21/11/1988,266.35,266.47,263.41,266.22,66905556
22/11/1988,266.19,267.85,265.42,267.21,70555556
23/11/1988,267.22,269.56,267.21,269,62227778
25/11/1988,268.99,269,266.47,267.23,40050000
28/11/1988,267.22,268.98,266.97,268.64,68600000
29/11/1988,268.6,271.31,268.13,270.91,70788889
30/11/1988,270.91,274.36,270.9,273.7,87672222
01/12/1988,273.68,273.7,272.27,272.49,71877778
02/12/1988,272.49,272.49,270.47,271.81,69227778
05/12/1988,274.93,275.62,271.81,274.93,80366667
06/12/1988,274.93,277.89,274.62,277.59,87966667
07/12/1988,277.59,279.01,277.34,278.13,82422222
08/12/1988,278.13,278.13,276.55,276.59,68972222
09/12/1988,276.57,277.82,276.34,277.03,74316667
12/12/1988,277.03,278.82,276.52,276.52,68977778
13/12/1988,276.52,276.52,274.58,276.31,73522222
14/12/1988,276.31,276.31,274.58,275.31,73527778
15/12/1988,275.32,275.62,274.01,274.28,76011111
16/12/1988,274.28,276.29,274.28,276.29,109155556
19/12/1988,276.29,279.31,275.61,278.91,90138889
20/12/1988,278.91,280.45,277.47,277.47,89494444
21/12/1988,277.47,277.83,276.3,277.38,81805556
22/12/1988,277.38,277.89,276.86,276.87,83616667
23/12/1988,276.87,277.99,276.87,277.87,45422222
27/12/1988,277.87,278.09,276.74,276.83,48605556
28/12/1988,276.83,277.55,276.17,277.08,61461111
29/12/1988,277.08,279.42,277.08,279.4,72938889
30/12/1988,279.39,279.78,277.72,277.72,70672222
03/01/1989,277.72,277.72,273.81,275.31,71388889
04/01/1989,275.31,279.75,275.31,279.43,83166667
05/01/1989,279.43,281.51,279.43,280.01,96688889
06/01/1989,280.01,282.06,280.01,280.67,89627778
09/01/1989,280.67,281.89,280.32,280.98,90655556
10/01/1989,280.98,281.58,279.44,280.38,78011111
11/01/1989,280.38,282.01,280.21,282.01,82750000
12/01/1989,282.01,284.63,282.01,283.17,101666667
13/01/1989,283.17,284.12,282.71,283.87,73511111
16/01/1989,283.87,284.88,283.63,284.14,65211111
17/01/1989,284.14,284.14,283.06,283.55,79961111
18/01/1989,283.55,286.87,282.65,286.53,104138889
19/01/1989,286.53,287.9,286.14,286.91,106683333
20/01/1989,286.9,287.04,285.75,286.63,92288889
23/01/1989,287.85,287.98,284.5,284.5,78688889
24/01/1989,284.5,288.49,284.5,288.49,105344444
25/01/1989,288.49,289.15,287.97,289.14,102005556
26/01/1989,289.14,292.62,288.13,291.69,117916667
27/01/1989,291.69,296.08,291.69,293.82,141594444
30/01/1989,293.82,295.13,293.54,294.99,93238889
31/01/1989,294.99,297.51,293.57,297.47,107805556
01/02/1989,297.47,298.33,296.22,297.09,119800000
02/02/1989,297.09,297.92,295.81,296.84,101905556
03/02/1989,296.84,297.66,296.15,296.97,96100000
06/02/1989,296.97,296.99,294.96,296.04,83877778
07/02/1989,296.04,300.34,295.78,299.63,120700000
08/02/1989,299.62,300.57,298.41,298.65,105233333
09/02/1989,298.65,298.79,295.16,296.06,124566667
10/02/1989,296.06,296.06,291.96,292.02,96422222
13/02/1989,292.02,293.07,290.88,292.54,79733333
14/02/1989,292.54,294.37,291.41,291.81,83672222
15/02/1989,291.81,294.42,291.49,294.24,85677778
16/02/1989,294.24,295.15,294.22,294.81,98583333
17/02/1989,294.81,297.12,294.69,296.76,88622222
21/02/1989,296.76,297.04,295.16,295.98,78861111
22/02/1989,295.98,295.98,290.76,290.91,90633333
23/02/1989,290.91,292.05,289.83,292.05,83538889
24/02/1989,292.05,292.05,287.13,287.13,89266667
27/02/1989,287.13,288.12,286.26,287.82,77722222
28/02/1989,287.82,289.42,287.63,288.86,81905556
01/03/1989,288.86,290.28,286.46,287.11,98450000
02/03/1989,287.11,290.32,287.11,289.95,89988889
03/03/1989,289.94,291.18,289.44,291.18,84327778
06/03/1989,291.2,294.81,291.18,294.81,93822222
07/03/1989,294.81,295.16,293.5,293.87,95833333
08/03/1989,293.87,295.62,293.51,294.08,93122222
09/03/1989,294.08,294.69,293.85,293.93,79533333
10/03/1989,293.93,293.93,291.6,292.88,81572222
13/03/1989,292.88,296.18,292.88,295.32,78033333
14/03/1989,295.32,296.29,294.63,295.14,77761111
15/03/1989,295.14,296.78,295.14,296.67,92816667
16/03/1989,296.67,299.99,296.66,299.44,108911111
17/03/1989,299.44,299.44,291.08,292.69,134944444
